rebalance_date,roc5,roc12,roc20,roc60,roc120,mom_12_1,rsi14,dist_ma20,ma5_ma20,ma20_ma60,macd_dif_n,adx14,hv20,atr14_n,boll_width,skew20,vol_ratio5,vol_ratio10,obv_trend,vol_price_trend,amt20,high_252
2021-09-23,-1.0,-1.0,-1.0,-1.0,,,-1.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
2021-10-14,-1.0,-1.0,1.0,1.0,,,-1.0,-1.0,-1.0,1.0,1.0,,1.0,,1.0,1.0,-1.0,-1.0,-1.0,,1.0,
2021-10-28,-1.0,-1.0,1.0,-1.0,,,-1.0,-1.0,1.0,-1.0,-1.0,,-1.0,,-1.0,-1.0,-1.0,-1.0,,-1.0,-1.0,
2021-11-11,1.0,1.0,1.0,-1.0,,,1.0,1.0,1.0,-1.0,1.0,,-1.0,,1.0,-1.0,1.0,1.0,,-1.0,-1.0,
2021-11-25,-0.19245086637521905,-0.2768881945155713,-0.3097994190925268,-0.1837539734577388,,,-0.31039855084534745,-0.3055799974599333,-0.28752534709884453,-0.1664520213105965,-0.2980066560968047,,-0.22352052386926646,,-0.28255459695435525,-0.07434073462504343,-0.09706154724640632,-0.08733532401179482,-0.11014026578049105,-0.05837539895515064,0.012582525656059832,
2021-12-09,-0.06411288026859077,-0.04859428332158568,0.007672264788087298,-0.00830970171119459,,,-0.026461030093255882,-0.0679071266063807,-0.03400636382221657,0.039786500808046535,0.036835252591894414,,-0.1137793714076989,,-0.13068424712674662,-0.006161570622483042,-0.06679359870377112,-0.0625158268986252,-0.05212434277420738,-0.025349491760374425,-0.26232655414298345,
2021-12-23,0.09355368452824221,-0.009361817090902192,0.02724167978970701,-0.21841246540326348,-0.012260535601784642,,0.009957131987592965,0.055079234592922896,0.16659586115966185,-0.22664683765829127,-0.002434954246322257,,-0.3675674810467731,,-0.35738833497672345,0.0626196564454722,0.002805267498613086,0.019044886774494556,0.009048203955028762,-0.03744670035323451,-0.4034412741955506,0.012260535601784642
2022-01-07,-0.007927971705982091,0.0006893528195895391,0.023334150985485604,-0.11325104342886155,0.014621605017990986,,0.013819542504637083,0.017376065273863293,0.027925379214329027,-0.048420421081120595,0.007600601921580069,,-0.15885870765247334,,-0.17492294093197722,0.004732617468875663,0.020806265565121152,0.03069943272003298,-0.0024794459343730987,-0.06899077099842295,-0.1344956105552142,-0.014621605017990986
2022-01-21,0.06800053343484892,-0.017125930029549753,0.01311293075163679,-0.10012552138369989,0.03204944296153992,,-0.029274330371951218,0.022221648239878603,-0.0485594344936048,-0.002837239511323054,-0.01711700120370622,,-0.22008122245747272,,-0.18026616005184173,-0.0246325733237046,0.07096023483929738,0.021809732615436325,0.0016412529470905338,-0.008173558508691281,-0.13330735938522267,0.03204944296153992
2022-02-11,-0.29844872562681146,-0.20895839395372717,-0.17236184275754443,-0.24734304077297603,-0.02575701002968269,,-0.26260931789179104,-0.25039505566876863,-0.16115413854690108,-0.2969364404996422,-0.274042826863165,,0.07006897443369717,,0.030001836665671827,0.005439708871009272,-0.09369059086442288,-0.0599367450343098,-0.1631570032874892,-0.11156363657953855,-0.002234286427695568,-0.02575701002968269
2022-02-25,-0.04093477663612585,0.038172623681526886,0.04196065766328499,0.22693175559511358,0.14613899083129891,,0.08089866435959159,0.048846523756476065,0.11276492589133551,0.18350081447435898,0.13430633984004464,,0.03850639941718073,,-0.019729872276322315,-0.06688470247931966,-0.05866475441050871,-0.05261037062977168,0.009183657336698134,0.02803172687346175,-0.048518406252433144,0.13219375420045956
2022-03-11,0.04719657591022414,0.067229830430537,0.035916409130925586,0.07686209161327219,0.07198238359471273,,0.05233346267403983,0.05567904614767657,0.031886446738792935,0.00584822813638908,0.013374258356876598,,-0.03578308080279987,,-0.09223077116853028,-0.09683266450209531,0.010816443163621453,-0.0036638862363483743,-0.007291281066982703,0.024516434104821346,-0.10634047953652298,0.03521730880095789
2022-03-25,0.08308354391647962,0.06401749014718834,0.10098998206015228,0.18447146217124802,-0.008315695232077258,,0.04603601794325465,0.10673465286691682,0.045010234703621456,0.05123643938194216,0.03454164761383725,,-0.1348966442815081,,-0.17337214523742653,-0.15250137152996282,0.0351304054283215,0.011308707967443096,0.0790551253504754,-0.055318517072913284,-0.14959266167438368,0.1900505744159833
2022-04-12,0.11249971149456879,0.11832891493862668,0.045330493338926234,-0.036237810510875886,-0.08163887769433162,,0.027892035219774368,0.11174949146663953,0.07118109804383906,-0.09821861646138251,-0.001731900522635618,,-0.17671785815125232,,-0.18873991549906644,-0.08365697806398462,0.12082282381133214,0.10526611548504414,0.01638307483709472,-0.04772905601619174,-0.0950383646399609,0.08622222860152819
2022-04-26,-0.27409903517595674,-0.3072048052776707,-0.3725537596316746,-0.267445430791559,-0.21229451160769713,,-0.2365269589256416,-0.31613612586140255,-0.3177050831688871,-0.2619027683074595,-0.37320472647849384,,0.1007013713181963,,0.3361857370119549,-0.005808971622570066,0.014475783573629967,0.004356174186208179,-0.14275496025536624,-0.03498516818154249,0.01954955335408712,-0.33869432146075
